current_player_score,opponent_score,current_player_deadwood,current_player_num_options,is_current_player_hand_winner,is_current_player_game_winner
77,86,75,8,1.0,1
80,86,44,6,0.0,1
80,95,51,7,1.0,1
0,0,48,6,0.0,1
0,16,42,2,0.0,1
0,21,25,2,1.0,1
39,21,43,8,1.0,1
53,21,50,11,0.0,1
53,46,74,5,1.0,1
81,46,67,7,0.0,1
81,59,72,9,1.0,1
95,59,63,5,1.0,1
97,59,77,9,1.0,1
0,0,80,11,1.0,0
4,0,57,9,1.0,0
7,0,62,12,0.0,0
7,59,62,7,1.0,0
21,59,41,4,1.0,0
35,59,70,8,1.0,0
42,59,52,6,1.0,0
48,59,59,7,0.0,0
48,98,75,5,0.0,0
0,0,59,6,1.0,0
3,0,53,4,1.0,0
13,0,45,9,1.0,0
42,0,82,9,0.0,0
42,10,60,7,0.0,0
42,27,57,10,1.0,0
51,27,58,8,0.0,0
51,44,35,5,1.0,0
72,44,62,7,0.0,0
72,61,66,7,0.0,0
72,95,43,7,1.0,0
97,95,56,5,0.0,0
0,0,66,7,1.0,0
7,0,52,6,0.0,0
7,8,50,2,1.0,0
29,8,36,6,1.0,0
39,8,53,8,0.0,0
39,29,72,3,0.0,0
39,49,76,10,1.0,0
57,49,73,5,0.0,0
0,0,64,7,0.0,1
0,9,47,4,1.0,1
51,9,60,7,0.0,1
51,34,58,4,1.0,1
65,34,75,7,0.0,1
65,45,66,9,1.0,1
66,45,47,3,1.0,1
80,45,62,5,1.0,1
0,0,75,12,0.0,0
0,36,69,6,1.0,0
12,36,39,2,1.0,0
14,36,76,11,1.0,0
26,36,76,4,0.0,0
26,95,68,6,1.0,0
52,95,75,6,0.0,0
0,0,42,3,0.0,0
0,32,77,2,1.0,0
5,32,55,7,0.0,0
5,39,75,5,0.0,0
5,63,51,5,1.0,0
26,63,55,8,0.0,0
0,0,73,5,1.0,1
8,0,53,7,0.0,1
8,11,59,5,0.0,1
8,18,48,5,0.0,1
8,27,65,11,1.0,1
14,27,40,4,1.0,1
25,27,50,2,0.0,1
25,48,48,3,1.0,1
43,48,39,2,1.0,1
62,48,58,8,1.0,1
70,48,39,2,0.0,1
70,86,68,4,0.0,1
70,93,77,6,1.0,1
80,93,82,7,1.0,1
83,93,57,7,1.0,1
0,0,56,5,1.0,1
14,0,68,7,0.0,1
14,23,70,3,1.0,1
20,23,58,7,1.0,1
32,23,40,3,1.0,1
54,23,53,7,0.0,1
54,49,28,5,1.0,1
59,49,44,5,1.0,1
84,49,59,7,1.0,1
89,49,53,6,1.0,1
0,0,66,5,1.0,0
3,0,58,7,0.0,0
3,31,55,8,0.0,0
3,53,72,4,0.0,0
3,77,46,5,1.0,0
11,77,57,8,0.0,0
0,0,68,5,1.0,0
4,0,65,6,1.0,0
10,0,32,4,0.0,0
10,5,65,3,1.0,0
16,5,78,6,0.0,0
16,22,56,6,1.0,0
49,22,28,0,1.0,0
75,22,81,6,0.0,0
75,27,58,5,0.0,0
75,46,49,5,0.0,0
75,61,35,5,0.0,0
75,86,64,4,0.0,0
0,0,60,9,0.0,1
0,6,51,5,1.0,1
28,6,75,5,1.0,1
30,6,52,2,1.0,1
60,6,69,5,1.0,1
67,6,17,2,1.0,1
96,6,29,1,1.0,1
0,0,53,9,1.0,0
29,0,54,8,0.0,0
29,21,64,6,1.0,0
43,21,27,10,0.0,0
43,35,51,3,1.0,0
72,35,56,9,1.0,0
78,35,55,9,0.0,0
78,41,59,5,0.0,0
78,63,44,4,1.0,0
85,63,45,3,0.0,0
85,67,58,7,0.0,0
85,83,72,7,0.0,0
0,0,47,1,0.0,0
0,6,42,4,0.0,0
0,22,76,7,1.0,0
22,22,36,3,1.0,0
24,22,80,6,0.0,0
24,36,28,1,0.0,0
24,47,79,10,0.0,0
24,78,59,8,1.0,0
47,78,76,7,1.0,0
54,78,70,9,0.0,0
54,93,40,2,1.0,0
97,93,50,2,0.0,0
97,99,56,6,0.0,0
0,0,55,7,1.0,0
26,0,61,5,0.0,0
26,4,80,8,0.0,0
26,14,70,5,0.0,0
26,37,51,5,0.0,0
26,55,40,3,0.0,0
26,64,71,3,0.0,0
26,69,42,1,0.0,0
26,75,71,5,1.0,0
31,75,77,7,1.0,0
41,75,65,8,0.0,0
41,85,60,4,0.0,0
0,0,65,7,0.0,0
0,10,70,7,1.0,0
8,10,66,8,1.0,0
12,10,61,5,1.0,0
16,10,47,4,1.0,0
40,10,50,3,0.0,0
40,22,41,2,1.0,0
47,22,62,8,0.0,0
47,34,44,2,1.0,0
63,34,52,3,1.0,0
76,34,74,7,0.0,0
76,36,68,8,0.0,0
76,43,61,7,0.0,0
76,87,61,7,0.0,0
0,0,33,3,0.0,0
0,12,38,2,0.0,0
0,20,72,4,0.0,0
0,59,68,6,1.0,0
7,59,69,4,1.0,0
14,59,64,9,0.0,0
14,77,63,9,0.0,0
14,89,69,6,1.0,0
33,89,64,10,0.0,0
0,0,74,9,1.0,1
23,0,53,9,1.0,1
31,0,73,6,1.0,1
36,0,42,3,0.0,1
36,5,53,6,0.0,1
36,12,70,7,1.0,1
59,12,59,8,0.0,1
59,18,43,3,0.0,1
59,25,47,5,0.0,1
59,35,55,11,1.0,1
64,35,50,2,1.0,1
76,35,59,6,0.0,1
76,51,60,8,1.0,1
0,0,41,2,1.0,0
19,0,47,2,0.0,0
19,23,15,1,1.0,0
26,23,36,4,1.0,0
48,23,53,11,0.0,0
48,39,68,9,0.0,0
48,42,32,0,1.0,0
58,42,48,7,0.0,0
58,53,52,2,1.0,0
61,53,84,9,0.0,0
61,79,68,4,1.0,0
73,79,42,2,0.0,0
0,0,77,7,0.0,0
0,25,62,9,0.0,0
0,70,52,2,0.0,0
0,94,31,2,0.0,0
0,0,50,8,0.0,0
0,19,60,6,0.0,0
0,29,62,7,0.0,0
0,32,63,6,1.0,0
8,32,40,4,1.0,0
12,32,54,4,1.0,0
22,32,54,7,0.0,0
22,36,71,5,0.0,0
22,43,70,10,1.0,0
39,43,67,9,0.0,0
0,0,61,7,0.0,0
0,5,68,7,0.0,0
0,14,45,6,0.0,0
0,25,60,7,0.0,0
0,34,58,5,1.0,0
15,34,52,8,0.0,0
15,38,49,10,0.0,0
15,55,39,8,1.0,0
21,55,70,10,0.0,0
21,79,51,7,1.0,0
25,79,43,4,0.0,0
25,80,39,6,1.0,0
48,80,53,4,1.0,0
75,80,25,4,0.0,0
0,0,57,6,1.0,1
10,0,43,4,1.0,1
40,0,42,1,1.0,1
89,0,38,4,1.0,1
90,0,73,12,1.0,1
92,0,45,3,0.0,1
92,11,71,5,0.0,1
92,50,78,8,0.0,1
92,64,36,3,0.0,1
92,66,62,8,0.0,1
92,70,62,9,1.0,1
93,70,79,8,0.0,1
93,71,41,3,1.0,1
0,0,65,6,0.0,1
0,33,63,8,1.0,1
10,33,47,12,1.0,1
60,33,63,7,0.0,1
60,37,61,6,0.0,1
60,56,52,9,0.0,1
60,61,64,4,1.0,1
64,61,39,5,1.0,1
97,61,66,10,1.0,1
0,0,65,12,1.0,0
33,0,79,7,0.0,0
33,7,59,8,0.0,0
33,13,51,3,1.0,0
49,13,63,5,0.0,0
49,39,37,3,0.0,0
49,55,71,6,1.0,0
64,55,72,8,0.0,0
64,71,73,3,0.0,0
64,80,67,8,0.0,0
64,94,46,8,0.0,0
0,0,59,5,0.0,0
0,10,65,7,0.0,0
0,20,60,5,1.0,0
22,20,60,7,1.0,0
30,20,48,3,0.0,0
30,45,54,6,0.0,0
30,81,51,8,1.0,0
46,81,58,9,0.0,0
46,94,44,2,0.0,0
0,0,41,4,0.0,0
0,11,49,3,0.0,0
0,16,78,8,1.0,0
6,16,65,8,0.0,0
6,35,65,2,0.0,0
6,51,65,3,0.0,0
6,73,72,7,0.0,0
0,0,64,4,0.0,0
0,18,67,5,1.0,0
4,18,67,8,1.0,0
41,18,80,6,0.0,0
41,46,66,9,0.0,0
41,49,45,4,1.0,0
58,49,62,8,0.0,0
58,66,67,6,1.0,0
78,66,83,11,1.0,0
96,66,50,6,0.0,0
0,0,71,10,0.0,1
0,20,37,7,1.0,1
24,20,64,5,0.0,1
24,26,49,4,1.0,1
34,26,54,3,1.0,1
73,26,33,3,1.0,1
0,0,62,9,1.0,0
2,0,40,5,1.0,0
63,0,58,6,0.0,0
63,6,52,2,0.0,0
63,24,64,7,1.0,0
74,24,70,4,1.0,0
76,24,55,10,1.0,0
86,24,52,10,0.0,0
86,63,69,10,0.0,0
86,70,78,8,0.0,0
86,94,70,7,0.0,0
0,0,65,6,0.0,0
0,13,82,6,1.0,0
10,13,76,6,0.0,0
10,20,63,9,0.0,0
10,33,65,3,0.0,0
10,71,56,6,0.0,0
10,75,60,2,0.0,0
0,0,61,6,1.0,0
5,0,70,5,0.0,0
5,26,54,6,0.0,0
5,45,41,4,1.0,0
12,45,59,9,0.0,0
12,65,73,7,1.0,0
22,65,57,8,0.0,0
22,80,48,2,0.0,0
0,0,58,4,1.0,1
21,0,73,4,1.0,1
43,0,52,1,1.0,1
93,0,78,9,1.0,1
0,0,44,3,1.0,0
11,0,49,1,0.0,0
11,31,47,3,1.0,0
24,31,46,4,0.0,0
24,51,80,9,0.0,0
24,60,60,6,0.0,0
24,66,45,3,1.0,0
41,66,61,4,0.0,0
41,75,71,10,0.0,0
41,93,66,5,0.0,0
0,0,67,5,1.0,0
3,0,50,6,0.0,0
3,38,61,5,0.0,0
3,60,23,0,0.0,0
3,61,54,2,0.0,0
3,65,61,8,0.0,0
3,74,60,10,1.0,0
36,74,53,4,1.0,0
70,74,56,10,0.0,0
70,85,62,7,1.0,0
82,85,67,8,1.0,0
84,85,57,6,0.0,0
0,0,39,2,1.0,0
4,0,63,6,0.0,0
4,3,59,10,0.0,0
4,22,67,9,0.0,0
4,41,60,8,0.0,0
4,63,35,5,0.0,0
4,73,54,5,0.0,0
4,87,59,7,1.0,0
10,87,36,3,1.0,0
14,87,45,3,1.0,0
37,87,67,12,1.0,0
40,87,58,11,0.0,0
0,0,60,5,0.0,1
0,1,62,9,0.0,1
0,22,51,4,1.0,1
11,22,61,6,1.0,1
30,22,78,7,1.0,1
39,22,49,4,1.0,1
43,22,77,7,1.0,1
46,22,44,4,0.0,1
46,49,69,4,0.5,1
46,49,42,0,0.0,1
46,76,38,3,1.0,1
98,76,66,2,0.0,1
98,80,69,7,0.0,1
98,86,62,6,1.0,1
0,0,59,4,0.0,1
0,47,66,6,0.0,1
0,75,55,4,0.0,1
0,83,67,6,1.0,1
21,83,65,6,1.0,1
34,83,59,8,1.0,1
40,83,66,8,1.0,1
77,83,36,4,1.0,1
90,83,56,10,1.0,1
99,83,67,7,1.0,1
0,0,71,6,0.0,1
0,16,35,5,1.0,1
52,16,16,0,0.0,1
52,17,46,6,1.0,1
68,17,79,8,0.0,1
68,29,30,4,1.0,1
83,29,49,2,1.0,1
95,29,56,6,0.0,1
95,53,47,1,1.0,1
0,0,69,9,0.0,1
0,10,70,8,1.0,1
5,10,32,2,1.0,1
10,10,20,0,1.0,1
11,10,62,8,1.0,1
25,10,78,10,0.0,1
25,14,72,2,0.0,1
25,28,22,4,1.0,1
58,28,38,4,0.0,1
58,50,55,7,1.0,1
70,50,20,0,1.0,1
0,0,67,12,0.0,1
0,10,51,4,1.0,1
27,10,72,4,0.0,1
27,23,51,2,0.0,1
27,36,67,7,1.0,1
31,36,51,3,0.0,1
31,43,64,5,1.0,1
50,43,42,1,1.0,1
58,43,75,10,0.0,1
58,55,66,10,0.0,1
58,66,64,7,1.0,1
63,66,66,0,0.0,1
63,89,61,1,1.0,1
0,0,26,2,0.0,0
0,13,44,3,0.0,0
0,35,48,6,0.0,0
0,40,64,7,0.0,0
0,50,70,5,1.0,0
11,50,76,10,1.0,0
22,50,44,5,1.0,0
67,50,38,2,0.0,0
67,66,62,8,1.0,0
70,66,44,7,0.0,0
70,91,48,2,0.0,0
0,0,44,3,1.0,1
12,0,80,6,1.0,1
18,0,42,4,0.0,1
18,33,55,8,1.0,1
24,33,41,0,0.0,1
24,41,39,4,1.0,1
69,41,77,8,0.0,1
69,50,33,4,0.0,1
69,55,54,8,1.0,1
90,55,38,4,1.0,1
0,0,71,8,1.0,1
12,0,65,9,0.0,1
12,5,54,7,0.0,1
12,11,82,7,1.0,1
37,11,55,4,0.0,1
37,12,65,6,1.0,1
60,12,68,11,1.0,1
65,12,49,9,1.0,1
91,12,49,3,1.0,1
0,0,42,5,0.0,1
0,6,71,4,1.0,1
4,6,74,7,1.0,1
9,6,87,7,1.0,1
26,6,33,2,0.0,1
26,13,34,5,1.0,1
78,13,47,3,0.0,1
78,19,40,4,1.0,1
90,19,57,7,1.0,1
0,0,42,6,0.0,1
0,25,58,10,1.0,1
13,25,69,6,0.0,1
13,69,69,6,0.0,1
13,71,81,7,0.0,1
13,83,33,4,1.0,1
53,83,31,4,1.0,1
0,0,42,4,0.0,0
0,64,67,4,0.0,0
0,72,45,2,1.0,0
3,72,55,7,0.0,0
3,84,68,8,1.0,0
17,84,51,4,1.0,0
64,84,69,8,0.0,0
64,95,20,5,0.0,0
0,0,48,4,1.0,1
11,0,35,5,1.0,1
31,0,43,5,0.0,1
31,11,60,5,1.0,1
33,11,37,3,1.0,1
38,11,71,7,1.0,1
55,11,52,9,1.0,1
67,11,73,10,0.0,1
67,17,66,8,1.0,1
0,0,60,8,1.0,1
2,0,52,3,1.0,1
12,0,72,6,1.0,1
23,0,51,9,0.0,1
23,10,44,4,0.0,1
23,32,31,6,1.0,1
59,32,54,7,1.0,1
0,0,70,12,1.0,0
10,0,12,3,1.0,0
11,0,72,5,0.0,0
11,14,62,7,0.0,0
11,48,69,5,0.0,0
11,65,40,6,0.0,0
11,91,61,13,0.0,0
11,98,57,12,1.0,0
17,98,73,9,0.0,0
0,0,80,8,1.0,0
26,0,70,7,0.0,0
26,40,74,9,0.0,0
26,65,22,0,1.0,0
56,65,72,8,0.0,0
56,90,48,7,0.0,0
56,91,68,7,0.0,0
0,0,65,6,0.0,0
0,22,41,2,1.0,0
17,22,61,12,1.0,0
30,22,72,10,0.0,0
30,25,38,4,1.0,0
48,25,59,6,0.0,0
48,41,47,6,0.0,0
48,49,28,2,1.0,0
55,49,51,5,1.0,0
57,49,61,5,0.0,0
57,54,51,10,1.0,0
60,54,67,4,0.0,0
60,75,43,6,1.0,0
85,75,65,6,1.0,0
89,75,52,10,0.0,0
0,0,65,10,0.0,0
0,6,48,5,0.0,0
0,14,50,8,1.0,0
5,14,48,4,0.0,0
5,21,68,8,0.0,0
5,33,52,9,1.0,0
18,33,50,2,0.0,0
18,67,60,5,1.0,0
48,67,66,7,0.0,0
48,76,61,5,0.0,0
48,92,68,6,0.0,0
0,0,76,6,1.0,1
8,0,46,4,1.0,1
36,0,32,4,1.0,1
61,0,48,2,0.0,1
61,5,65,7,1.0,1
64,5,64,6,1.0,1
70,5,51,6,0.0,1
70,15,43,4,1.0,1
90,15,69,7,0.0,1
90,40,67,4,1.0,1
96,40,40,2,0.0,1
96,44,58,6,0.0,1
96,52,79,6,1.0,1
0,0,79,8,1.0,0
18,0,62,6,1.0,0
36,0,43,4,1.0,0
58,0,47,2,0.0,0
58,5,43,7,0.0,0
58,9,46,7,1.0,0
76,9,63,7,0.0,0
76,20,67,11,0.0,0
76,33,56,4,0.0,0
76,58,66,4,0.0,0
76,62,62,10,0.0,0
76,70,81,6,1.0,0
79,70,31,3,0.0,0
79,85,70,9,0.0,0
0,0,57,3,0.0,1
0,24,70,7,0.0,1
0,25,46,4,1.0,1
28,25,44,4,0.0,1
28,32,55,6,1.0,1
65,32,35,2,1.0,1
71,32,45,3,0.0,1
71,38,69,7,0.0,1
71,43,58,10,0.0,1
71,52,67,11,1.0,1
89,52,71,10,1.0,1
0,0,59,6,1.0,1
16,0,59,4,0.0,1
16,10,66,3,1.0,1
25,10,47,2,1.0,1
33,10,55,5,1.0,1
42,10,60,8,1.0,1
79,10,74,5,0.0,1
79,19,66,4,1.0,1
94,19,81,8,1.0,1
0,0,47,4,0.0,1
0,8,40,5,1.0,1
2,8,55,5,0.0,1
2,25,51,7,0.0,1
2,42,38,4,0.0,1
2,47,24,0,0.0,1
2,57,72,6,1.0,1
18,57,77,4,0.0,1
18,62,49,10,1.0,1
31,62,15,2,1.0,1
54,62,22,2,1.0,1
81,62,53,7,1.0,1
84,62,54,6,1.0,1
96,62,71,4,1.0,1
0,0,69,3,0.0,0
0,3,49,5,0.0,0
0,32,73,8,0.0,0
0,45,49,6,0.0,0
0,65,35,6,1.0,0
5,65,77,6,1.0,0
25,65,64,5,0.0,0
25,82,68,5,0.0,0
25,91,45,4,1.0,0
33,91,62,3,0.0,0
0,0,84,6,1.0,1
13,0,70,11,1.0,1
20,0,69,5,1.0,1
22,0,64,6,1.0,1
32,0,39,8,1.0,1
85,0,85,11,1.0,1
0,0,59,8,0.0,1
0,35,66,7,1.0,1
31,35,61,7,0.0,1
31,40,75,6,0.0,1
31,44,44,8,1.0,1
61,44,55,8,1.0,1
78,44,43,5,1.0,1
89,44,52,2,1.0,1
0,0,68,6,0.0,1
0,11,68,7,1.0,1
27,11,69,8,1.0,1
32,11,67,7,1.0,1
50,11,64,3,1.0,1
59,11,47,11,1.0,1
99,11,33,2,0.0,1
99,27,57,8,0.0,1
99,40,56,9,1.0,1
0,0,49,2,0.0,0
0,6,57,9,0.0,0
0,30,42,5,1.0,0
11,30,35,5,0.0,0
11,38,59,8,1.0,0
32,38,64,6,1.0,0
34,38,60,10,0.0,0
34,56,35,4,0.0,0
34,60,67,7,0.0,0
34,69,67,5,0.0,0
0,0,61,4,0.0,0
0,21,70,7,0.0,0
0,24,78,5,1.0,0
13,24,68,10,0.0,0
13,43,54,2,0.0,0
13,47,36,2,1.0,0
30,47,70,6,0.0,0
30,60,46,3,0.0,0
30,68,36,4,0.0,0
30,83,47,2,1.0,0
36,83,64,7,1.0,0
64,83,62,5,0.0,0
64,96,70,8,1.0,0
69,96,46,4,0.0,0
0,0,33,6,1.0,1
15,0,35,6,1.0,1
17,0,53,5,0.0,1
17,13,50,3,0.0,1
17,20,76,5,0.0,1
17,51,73,9,1.0,1
32,51,32,6,1.0,1
47,51,65,8,1.0,1
52,51,69,9,1.0,1
69,51,32,2,1.0,1
0,0,43,7,1.0,0
44,0,56,3,0.0,0
44,24,50,2,0.0,0
44,30,43,2,0.0,0
44,49,63,7,1.0,0
50,49,42,5,1.0,0
62,49,79,5,0.0,0
62,81,62,7,0.0,0
62,98,61,6,0.0,0
0,0,67,6,1.0,1
68,0,76,9,0.0,1
68,12,29,2,0.0,1
68,17,57,7,0.0,1
68,36,45,4,0.0,1
68,57,61,7,1.0,1
79,57,61,7,1.0,1
0,0,66,2,0.0,0
0,22,37,9,0.0,0
0,31,47,5,0.0,0
0,43,53,2,1.0,0
25,43,35,4,0.0,0
25,71,68,5,0.0,0
25,73,47,4,0.0,0
25,99,39,7,1.0,0
34,99,71,7,1.0,0
36,99,73,7,0.0,0
0,0,69,4,0.0,0
0,16,45,0,0.0,0
0,27,74,6,0.0,0
0,52,76,12,0.0,0
0,69,58,5,0.0,0
0,0,36,5,1.0,0
4,0,65,9,1.0,0
31,0,55,10,0.0,0
31,5,45,0,0.0,0
31,24,60,4,0.0,0
31,48,56,4,0.0,0
31,76,48,1,1.0,0
56,76,66,4,0.0,0
56,78,60,4,0.0,0
56,90,46,6,1.0,0
68,90,66,7,1.0,0
94,90,40,4,0.0,0
0,0,61,9,0.0,0
0,15,70,6,1.0,0
13,15,41,6,0.0,0
13,22,72,8,0.0,0
13,34,78,4,0.0,0
13,64,71,7,0.0,0
13,90,64,7,0.0,0
13,97,57,3,0.0,0
0,0,48,8,0.0,0
0,4,61,9,0.0,0
0,21,67,6,0.0,0
0,39,49,8,0.0,0
0,46,49,5,1.0,0
17,46,50,4,1.0,0
22,46,56,6,0.0,0
22,71,58,5,0.0,0
22,79,51,4,1.0,0
30,79,60,6,0.0,0
30,95,74,8,1.0,0
46,95,69,8,0.0,0
0,0,77,6,1.0,1
2,0,70,5,1.0,1
12,0,47,4,0.0,1
12,19,59,10,1.0,1
51,19,71,7,1.0,1
60,19,45,4,1.0,1
91,19,56,6,0.0,1
91,49,79,4,1.0,1
97,49,66,8,1.0,1
0,0,65,4,0.0,0
0,24,54,7,0.0,0
0,36,59,8,0.0,0
0,78,76,9,0.0,0
0,86,67,8,0.0,0
0,98,69,10,0.0,0
0,0,68,5,0.0,1
0,6,48,2,0.0,1
0,23,46,4,1.0,1
41,23,59,10,1.0,1
48,23,43,4,1.0,1
57,23,59,8,0.0,1
57,27,49,7,0.0,1
57,43,42,5,0.0,1
57,64,28,0,1.0,1
63,64,53,7,1.0,1
72,64,62,6,1.0,1
0,0,58,6,1.0,0
2,0,71,4,0.0,0
2,7,72,5,1.0,0
16,7,56,4,1.0,0
50,7,67,6,1.0,0
60,7,66,8,0.0,0
60,32,61,10,1.0,0
64,32,69,8,1.0,0
88,32,75,7,0.0,0
88,40,69,6,0.0,0
88,82,48,10,0.0,0
88,89,66,4,0.0,0
0,0,57,7,0.0,0
0,22,49,6,1.0,0
12,22,61,3,0.0,0
12,26,68,11,0.0,0
12,59,38,8,0.0,0
12,82,71,5,0.0,0
12,99,72,6,0.0,0
0,0,67,2,0.0,0
0,25,69,5,1.0,0
13,25,62,9,1.0,0
19,25,43,3,1.0,0
34,25,45,6,1.0,0
64,25,42,5,0.0,0
64,49,62,10,0.0,0
64,68,75,6,1.0,0
74,68,73,4,0.0,0
0,0,40,3,0.0,1
0,2,48,4,1.0,1
56,2,75,5,1.0,1
61,2,40,5,1.0,1
97,2,54,3,0.0,1
97,14,68,7,1.0,1
0,0,46,1,1.0,1
16,0,49,2,1.0,1
50,0,39,2,0.0,1
50,11,77,9,1.0,1
56,11,55,7,1.0,1
95,11,56,6,0.0,1
95,16,64,7,0.0,1
95,28,61,7,1.0,1
0,0,64,7,1.0,1
17,0,68,7,1.0,1
24,0,69,6,1.0,1
49,0,68,8,0.0,1
49,23,67,9,1.0,1
53,23,69,5,1.0,1
65,23,70,11,0.0,1
65,51,47,10,1.0,1
0,0,53,4,1.0,0
6,0,60,8,1.0,0
18,0,56,6,0.0,0
18,51,45,7,0.0,0
18,64,50,10,0.0,0
18,90,80,7,1.0,0
38,90,56,3,0.0,0
0,0,55,10,1.0,1
27,0,73,9,0.0,1
27,18,65,8,0.0,1
27,26,58,9,1.0,1
79,26,71,6,0.0,1
79,52,45,3,0.0,1
79,65,51,5,0.0,1
79,94,82,8,1.0,1
81,94,23,0,1.0,1
0,0,49,4,0.0,0
0,31,49,1,0.0,0
0,34,36,4,1.0,0
30,34,61,5,0.0,0
30,45,61,3,0.0,0
30,93,52,6,1.0,0
38,93,55,8,0.0,0
0,0,56,5,0.0,1
0,7,55,0,1.0,1
9,7,53,3,1.0,1
15,7,37,9,1.0,1
19,7,38,3,0.0,1
19,17,68,7,1.0,1
26,17,64,7,0.0,1
26,26,34,5,1.0,1
52,26,62,10,0.0,1
52,33,39,3,1.0,1
81,33,36,4,0.0,1
81,38,34,2,1.0,1
0,0,63,10,1.0,1
4,0,46,4,0.0,1
4,7,42,3,0.0,1
4,36,19,1,1.0,1
37,36,67,9,0.0,1
37,41,65,10,1.0,1
56,41,63,6,1.0,1
60,41,35,6,0.0,1
60,67,60,7,0.0,1
60,76,54,11,1.0,1
0,0,48,6,0.0,0
0,14,77,8,0.0,0
0,20,77,6,1.0,0
7,20,63,8,1.0,0
44,20,68,3,0.0,0
44,27,67,11,1.0,0
61,27,60,8,0.0,0
61,48,68,5,0.0,0
61,66,53,9,0.0,0
61,70,60,7,1.0,0
71,70,77,8,0.0,0
71,87,65,7,0.0,0
71,91,71,7,0.0,0
0,0,44,3,0.0,0
0,36,49,6,1.0,0
9,36,56,5,0.0,0
9,51,58,5,0.0,0
9,62,45,3,0.0,0
9,73,68,5,1.0,0
13,73,63,8,1.0,0
20,73,68,8,0.0,0
20,94,39,5,1.0,0
22,94,69,11,0.0,0
0,0,45,4,0.0,0
0,17,70,7,0.0,0
0,29,75,9,1.0,0
11,29,72,4,0.0,0
11,36,72,11,1.0,0
15,36,48,5,1.0,0
47,36,29,5,1.0,0
56,36,62,9,1.0,0
62,36,56,7,0.0,0
62,64,61,3,1.0,0
63,64,48,4,1.0,0
90,64,42,1,1.0,0
98,64,74,9,0.0,0
0,0,39,5,1.0,1
16,0,61,6,1.0,1
30,0,73,6,0.0,1
30,9,43,3,1.0,1
82,9,77,7,1.0,1
88,9,66,6,1.0,1
0,0,35,2,1.0,1
25,0,49,6,0.0,1
25,20,46,8,1.0,1
74,20,66,7,0.0,1
74,36,65,7,0.0,1
74,43,37,3,0.0,1
74,63,54,4,1.0,1
80,63,33,7,1.0,1
98,63,42,4,1.0,1
0,0,62,10,1.0,1
7,0,67,8,1.0,1
16,0,45,2,1.0,1
25,0,66,7,0.0,1
25,26,51,0,1.0,1
32,26,68,4,1.0,1
40,26,71,8,1.0,1
90,26,56,9,1.0,1
0,0,63,6,0.0,0
0,19,57,4,1.0,0
26,19,32,5,0.0,0
26,23,30,6,1.0,0
42,23,64,2,0.0,0
42,38,59,9,0.0,0
42,64,34,4,1.0,0
66,64,61,4,0.0,0
66,67,71,7,0.0,0
0,0,63,5,0.0,1
0,6,60,6,1.0,1
8,6,58,4,0.0,1
8,17,67,9,1.0,1
23,17,58,4,1.0,1
43,17,65,2,0.0,1
43,32,43,3,1.0,1
59,32,56,9,0.0,1
59,55,68,9,1.0,1
67,55,68,10,0.0,1
67,63,58,6,1.0,1
72,63,68,10,1.0,1
0,0,50,9,1.0,1
45,0,37,4,0.0,1
45,7,37,4,1.0,1
51,7,49,1,1.0,1
60,7,66,8,1.0,1
84,7,54,8,0.0,1
84,11,54,8,1.0,1
0,0,48,5,1.0,0
14,0,54,4,1.0,0
16,0,54,3,1.0,0
46,0,33,7,1.0,0
54,0,61,5,1.0,0
55,0,68,4,0.0,0
55,16,68,9,0.0,0
55,44,51,5,1.0,0
63,44,30,2,1.0,0
93,44,66,11,0.0,0
93,61,66,8,0.0,0
93,75,59,6,0.0,0
93,76,69,10,0.0,0
0,0,72,13,1.0,1
31,0,62,6,0.0,1
31,46,63,8,1.0,1
43,46,61,5,1.0,1
51,46,34,3,1.0,1
92,46,46,5,1.0,1
0,0,72,4,1.0,1
9,0,51,10,1.0,1
14,0,52,6,0.0,1
14,25,40,3,0.0,1
14,35,20,1,1.0,1
52,35,52,10,1.0,1
91,35,69,7,0.0,1
91,44,46,2,1.0,1
0,0,75,9,0.0,0
0,13,68,5,0.0,0
0,30,54,2,0.0,0
0,32,65,6,0.0,0
0,43,50,4,0.0,0
0,66,44,6,1.0,0
4,66,71,9,1.0,0
18,66,71,11,1.0,0
22,66,40,6,0.0,0
22,68,67,4,0.0,0
22,70,47,6,0.0,0
22,97,46,2,0.0,0
0,0,47,1,1.0,1
1,0,64,9,0.0,1
1,3,59,11,0.0,1
1,10,40,6,1.0,1
22,10,52,4,1.0,1
41,10,60,8,0.0,1
41,44,44,6,1.0,1
85,44,70,9,0.0,1
85,50,46,10,0.0,1
85,55,71,9,0.0,1
85,65,41,1,0.0,1
85,74,21,0,1.0,1
0,0,69,12,0.0,0
0,3,64,8,1.0,0
8,3,57,6,0.0,0
8,28,43,4,1.0,0
18,28,59,3,0.0,0
18,41,52,3,0.0,0
18,42,32,3,1.0,0
35,42,59,5,0.0,0
35,61,57,8,1.0,0
39,61,35,3,1.0,0
63,61,67,7,1.0,0
71,61,64,8,0.0,0
71,78,68,5,0.0,0
0,0,47,8,0.0,0
0,12,72,7,0.0,0
0,23,67,7,0.0,0
0,27,68,10,0.0,0
0,35,71,8,0.0,0
0,44,40,4,1.0,0
9,44,54,4,1.0,0
34,44,60,7,0.0,0
34,64,79,8,0.0,0
